inmate_id,booking_date
1723075,2017-11-16
1723076,2017-11-16
1723077,2017-11-16
1723078,2017-11-16
1723079,2017-11-16
1723080,2017-11-16
1723081,2017-11-16
1723082,2017-11-16
1723083,2017-11-16
1723084,2017-11-16
1723085,2017-11-16
1723086,2017-11-16
1723087,2017-11-16
1723088,2017-11-16
1723089,2017-11-16
1723090,2017-11-16
1723091,2017-11-16
1723092,2017-11-16
1723093,2017-11-16
1723094,2017-11-16
1723095,2017-11-16
1723096,2017-11-16
1723097,2017-11-16
1723098,2017-11-16
1723099,2017-11-16
1723100,2017-11-16
1723101,2017-11-16
1723102,2017-11-16
1723103,2017-11-16
1723104,2017-11-16
1723105,2017-11-16
1723106,2017-11-16
1723107,2017-11-16
1723108,2017-11-16
1723109,2017-11-16
1723110,2017-11-16
1723111,2017-11-16
1723112,2017-11-16
1723113,2017-11-16
1723114,2017-11-16
1723115,2017-11-16
1723116,2017-11-16
1723117,2017-11-16
1723118,2017-11-17
1723119,2017-11-17
1723120,2017-11-17
1723121,2017-11-17
1723122,2017-11-17
1723123,2017-11-17
1723124,2017-11-17
1723125,2017-11-17
1723126,2017-11-17
1723127,2017-11-17
1723128,2017-11-17
1723129,2017-11-17
1723130,2017-11-17
1723131,2017-11-17
1723132,2017-11-17
1723133,2017-11-17
1723134,2017-11-17
1723135,2017-11-17
1723136,2017-11-17
1723137,2017-11-17
1723138,2017-11-17
1723139,2017-11-17
1723140,2017-11-17
1723141,2017-11-17
1723142,2017-11-17
1723143,2017-11-17
1723144,2017-11-17
1723145,2017-11-17
1723146,2017-11-17
1723147,2017-11-17
1723148,2017-11-17
1723149,2017-11-17
1723150,2017-11-17
1723151,2017-11-17
1723152,2017-11-17
1723153,2017-11-17
1723154,2017-11-17
1723155,2017-11-17
1723156,2017-11-17
1723157,2017-11-17
1723158,2017-11-17
1723159,2017-11-17
1723160,2017-11-17
1723161,2017-11-17
1723162,2017-11-17
1723163,2017-11-17
1723164,2017-11-17
1723165,2017-11-17
1723166,2017-11-17
1723167,2017-11-17
1723168,2017-11-17
1723169,2017-11-17
1723170,2017-11-17
1723171,2017-11-17
1723172,2017-11-17
1723173,2017-11-17
1723174,2017-11-17
1723175,2017-11-17
1723176,2017-11-17
1723177,2017-11-17
1723178,2017-11-17
1723179,2017-11-17
1723180,2017-11-17
1723181,2017-11-17
1723182,2017-11-17
1723183,2017-11-17
1723184,2017-11-17
1723185,2017-11-17
1723186,2017-11-17
1723187,2017-11-17
1723188,2017-11-17
1723189,2017-11-17
1723190,2017-11-17
1723191,2017-11-17
1723192,2017-11-17
1723193,2017-11-17
1723194,2017-11-17
1723195,2017-11-17
1723196,2017-11-17
1723197,2017-11-17
1723198,2017-11-17
1723199,2017-11-17
1723200,2017-11-17
1723201,2017-11-17
1723202,2017-11-17
1723203,2017-11-17
1723204,2017-11-17
1723205,2017-11-17
1723206,2017-11-18
1723207,2017-11-18
1723208,2017-11-18
1723209,2017-11-18
1723210,2017-11-18
1723211,2017-11-18
1723212,2017-11-18
1723213,2017-11-18
1723214,2017-11-18
1723215,2017-11-18
1723216,2017-11-18
1723217,2017-11-18
1723218,2017-11-18
1723219,2017-11-18
1723220,2017-11-18
1723221,2017-11-18
1723222,2017-11-18
1723223,2017-11-18
1723224,2017-11-18
1723225,2017-11-18
1723226,2017-11-18
1723227,2017-11-18
1723228,2017-11-18
1723229,2017-11-18
1723230,2017-11-18
1723231,2017-11-18
1723232,2017-11-18
1723233,2017-11-18
1723234,2017-11-18
1723235,2017-11-19
1723236,2017-11-19
1723237,2017-11-19
1723238,2017-11-19
1723239,2017-11-19
1723240,2017-11-19
1723241,2017-11-19
1723242,2017-11-19
1723243,2017-11-19
1723244,2017-11-19
1723245,2017-11-19
1723246,2017-11-19
1723247,2017-11-19
1723248,2017-11-19
1723249,2017-11-19
1723250,2017-11-19
1723251,2017-11-19
1723252,2017-11-19
1723253,2017-11-19
1723254,2017-11-19
1723255,2017-11-19
1723256,2017-11-19
1723257,2017-11-19
1723258,2017-11-19
1723259,2017-11-19
1723260,2017-11-19
1723261,2017-11-19
1723262,2017-11-19
1723263,2017-11-19
1723264,2017-11-19
1723265,2017-11-19
1723266,2017-11-19
1723267,2017-11-19
1723268,2017-11-19
1723269,2017-11-19
1723270,2017-11-19
1723271,2017-11-19
1723272,2017-11-19
1723273,2017-11-19
1723274,2017-11-19
1723275,2017-11-19
1723276,2017-11-19
1723277,2017-11-19
1723278,2017-11-19
1723279,2017-11-19
1723280,2017-11-19
1723281,2017-11-20
1723282,2017-11-20
1723283,2017-11-20
1723284,2017-11-20
1723285,2017-11-20
1723286,2017-11-20
1723287,2017-11-20
1723288,2017-11-20
1723289,2017-11-20
1723290,2017-11-20
1723291,2017-11-20
1723292,2017-11-20
1723293,2017-11-20
1723294,2017-11-20
1723295,2017-11-20
1723296,2017-11-20
1723297,2017-11-20
1723298,2017-11-20
1723299,2017-11-20
1723300,2017-11-20
1723301,2017-11-20
1723302,2017-11-20
1723303,2017-11-20
1723304,2017-11-20
1723305,2017-11-20
1723306,2017-11-20
1723307,2017-11-20
1723308,2017-11-20
1723309,2017-11-20
1723310,2017-11-20
1723311,2017-11-20
1723312,2017-11-20
1723313,2017-11-20
1723314,2017-11-20
1723315,2017-11-20
1723316,2017-11-20
1723317,2017-11-20
1723318,2017-11-20
1723319,2017-11-20
1723320,2017-11-20
1723321,2017-11-20
1723322,2017-11-20
1723323,2017-11-20
1723324,2017-11-20
1723325,2017-11-20
1723326,2017-11-20
1723327,2017-11-20
1723328,2017-11-20
1723329,2017-11-20
1723330,2017-11-20
1723331,2017-11-20
1723332,2017-11-20
1723333,2017-11-20
1723334,2017-11-20
1723335,2017-11-20
1723336,2017-11-20
1723337,2017-11-20
1723338,2017-11-20
1723339,2017-11-20
1723340,2017-11-20
1723341,2017-11-20
1723342,2017-11-20
1723343,2017-11-20
1723344,2017-11-20
1723345,2017-11-20
1723346,2017-11-20
1723347,2017-11-20
1723348,2017-11-20
1723349,2017-11-20
1723350,2017-11-20
1723351,2017-11-20
1723352,2017-11-20
1723353,2017-11-20
1723354,2017-11-20
1723355,2017-11-20
1723356,2017-11-20
1723357,2017-11-20
1723358,2017-11-20
1723359,2017-11-20
1723360,2017-11-20
1723361,2017-11-20
1723362,2017-11-20
1723363,2017-11-20
1723364,2017-11-20
1723365,2017-11-20
1723366,2017-11-20
1723367,2017-11-20
1723368,2017-11-21
1723369,2017-11-21
1723370,2017-11-21
1723371,2017-11-21
1723372,2017-11-21
1723373,2017-11-21
1723374,2017-11-21
1723375,2017-11-21
1723376,2017-11-21
1723377,2017-11-21
1723378,2017-11-21
1723379,2017-11-21
1723380,2017-11-21
1723381,2017-11-21
1723382,2017-11-21
1723383,2017-11-21
1723384,2017-11-21
1723385,2017-11-21
1723386,2017-11-21
1723387,2017-11-21
1723388,2017-11-21
1723389,2017-11-21
1723390,2017-11-21
1723391,2017-11-21
1723392,2017-11-21
1723393,2017-11-21
1723394,2017-11-21
1723395,2017-11-21
1723396,2017-11-21
1723397,2017-11-21
1723398,2017-11-21
1723399,2017-11-21
1723400,2017-11-21
1723401,2017-11-21
1723402,2017-11-21
1723403,2017-11-21
1723404,2017-11-21
1723405,2017-11-21
1723406,2017-11-21
1723407,2017-11-21
1723408,2017-11-21
1723409,2017-11-21
1723410,2017-11-21
1723411,2017-11-21
1723412,2017-11-21
1723413,2017-11-21
1723414,2017-11-21
1723415,2017-11-21
1723416,2017-11-21
1723417,2017-11-21
1723418,2017-11-21
1723419,2017-11-21
1723420,2017-11-21
1723421,2017-11-21
1723422,2017-11-21
1723423,2017-11-21
1723424,2017-11-21
1723425,2017-11-21
1723426,2017-11-21
1723427,2017-11-21
1723428,2017-11-21
1723429,2017-11-21
1723430,2017-11-21
1723431,2017-11-21
1723432,2017-11-21
1723433,2017-11-21
1723434,2017-11-21
1723435,2017-11-21
1723436,2017-11-21
1723437,2017-11-21
1723438,2017-11-21
1723439,2017-11-21
1723440,2017-11-21
1723441,2017-11-21
1723442,2017-11-21
1723443,2017-11-21
1723444,2017-11-22
1723445,2017-11-22
1723446,2017-11-22
1723447,2017-11-22
1723448,2017-11-22
1723449,2017-11-22
1723450,2017-11-22
1723451,2017-11-22
1723452,2017-11-22
1723453,2017-11-22
1723454,2017-11-22
1723455,2017-11-22
1723456,2017-11-22
1723457,2017-11-22
1723458,2017-11-22
1723459,2017-11-22
1723460,2017-11-22
1723461,2017-11-22
1723462,2017-11-22
1723463,2017-11-22
1723464,2017-11-22
1723465,2017-11-22
1723466,2017-11-22
1723467,2017-11-22
1723468,2017-11-22
1723469,2017-11-22
1723470,2017-11-22
1723471,2017-11-22
1723472,2017-11-22
1723473,2017-11-22
1723474,2017-11-22
1723475,2017-11-22
1723476,2017-11-22
1723477,2017-11-22
1723478,2017-11-22
1723479,2017-11-22
1723480,2017-11-22
1723481,2017-11-22
1723482,2017-11-22
1723483,2017-11-22
1723484,2017-11-22
1723485,2017-11-22
1723486,2017-11-22
1723487,2017-11-22
1723488,2017-11-22
1723489,2017-11-22
1723490,2017-11-22
1723491,2017-11-22
1723492,2017-11-22
1723493,2017-11-22
1723494,2017-11-22
1723495,2017-11-22
1723496,2017-11-22
1723497,2017-11-22
1723499,2017-11-22
1723500,2017-11-22
1723501,2017-11-22
1723502,2017-11-22
1723503,2017-11-22
1723504,2017-11-22
1723505,2017-11-22
1723506,2017-11-22
1723507,2017-11-22
1723508,2017-11-22
1723509,2017-11-22
1723510,2017-11-22
1723511,2017-11-22
1723512,2017-11-22
1723513,2017-11-22
1723514,2017-11-22
1723515,2017-11-22
1723516,2017-11-23
1723517,2017-11-23
1723518,2017-11-23
1723519,2017-11-23
1723520,2017-11-23
1723521,2017-11-23
1723522,2017-11-23
1723523,2017-11-23
1723524,2017-11-23
1723525,2017-11-23
1723526,2017-11-23
1723527,2017-11-23
1723528,2017-11-23
1723529,2017-11-23
1723530,2017-11-23
1723531,2017-11-23
1723532,2017-11-23
1723533,2017-11-23
1723534,2017-11-23
1723535,2017-11-23
1723536,2017-11-23
1723537,2017-11-23
1723538,2017-11-23
1723539,2017-11-23
1723540,2017-11-23
1723541,2017-11-23
1723542,2017-11-23
1723543,2017-11-23
1723544,2017-11-23
1723545,2017-11-23
1723546,2017-11-23
1723547,2017-11-23
1723548,2017-11-23
1723549,2017-11-23
1723550,2017-11-23
1723551,2017-11-23
1723552,2017-11-23
1723553,2017-11-23
1723554,2017-11-23
1723555,2017-11-23
1723556,2017-11-23
1723557,2017-11-23
1723558,2017-11-23
1723559,2017-11-23
1723560,2017-11-23
1723561,2017-11-23
1723562,2017-11-23
1723563,2017-11-23
1723564,2017-11-24
1723565,2017-11-24
1723566,2017-11-24
1723567,2017-11-24
1723568,2017-11-24
1723569,2017-11-24
1723570,2017-11-24
1723571,2017-11-24
1723572,2017-11-24
1723573,2017-11-24
1723574,2017-11-24
1723575,2017-11-24
1723576,2017-11-24
1723577,2017-11-24
1723578,2017-11-24
1723579,2017-11-24
1723580,2017-11-24
1723581,2017-11-24
1723582,2017-11-24
1723583,2017-11-24
1723584,2017-11-24
1723585,2017-11-24
1723586,2017-11-24
1723587,2017-11-24
1723588,2017-11-24
1723589,2017-11-24
1723590,2017-11-24
1723591,2017-11-24
1723592,2017-11-24
1723593,2017-11-24
1723594,2017-11-24
1723595,2017-11-24
1723596,2017-11-25
1723597,2017-11-25
1723598,2017-11-25
1723599,2017-11-25
1723600,2017-11-25
1723601,2017-11-25
1723602,2017-11-25
1723603,2017-11-25
1723604,2017-11-25
1723605,2017-11-25
1723606,2017-11-25
1723607,2017-11-25
1723608,2017-11-25
1723609,2017-11-25
1723610,2017-11-25
1723611,2017-11-25
1723612,2017-11-25
1723613,2017-11-25
1723614,2017-11-25
1723615,2017-11-25
1723616,2017-11-25
1723617,2017-11-25
1723618,2017-11-25
1723619,2017-11-25
1723620,2017-11-25
1723621,2017-11-25
1723622,2017-11-25
1723623,2017-11-25
1723624,2017-11-25
1723625,2017-11-25
1723626,2017-11-25
1723627,2017-11-25
1723628,2017-11-25
1723629,2017-11-25
1723630,2017-11-25
1723631,2017-11-25
1723632,2017-11-26
1723633,2017-11-26
1723634,2017-11-26
1723635,2017-11-26
1723636,2017-11-26
1723637,2017-11-26
1723638,2017-11-26
1723639,2017-11-26
1723640,2017-11-26
1723641,2017-11-26
1723642,2017-11-26
1723643,2017-11-26
1723644,2017-11-26
1723645,2017-11-26
1723646,2017-11-26
1723647,2017-11-26
1723648,2017-11-26
1723649,2017-11-26
1723650,2017-11-26
1723651,2017-11-26
1723652,2017-11-26
1723653,2017-11-26
1723654,2017-11-26
1723655,2017-11-26
1723656,2017-11-26
1723657,2017-11-26
1723658,2017-11-26
1723659,2017-11-26
1723660,2017-11-26
1723661,2017-11-26
1723662,2017-11-26
1723663,2017-11-26
1723664,2017-11-26
1723665,2017-11-26
1723666,2017-11-27
1723667,2017-11-27
1723668,2017-11-27
1723669,2017-11-27
1723670,2017-11-27
1723671,2017-11-27
1723672,2017-11-27
1723673,2017-11-27
1723674,2017-11-27
1723675,2017-11-27
1723676,2017-11-27
1723677,2017-11-27
1723678,2017-11-27
1723679,2017-11-27
1723680,2017-11-27
1723681,2017-11-27
1723682,2017-11-27
1723683,2017-11-27
1723684,2017-11-27
1723685,2017-11-27
1723686,2017-11-27
1723687,2017-11-27
1723688,2017-11-27
1723689,2017-11-27
1723690,2017-11-27
1723691,2017-11-27
1723692,2017-11-27
1723693,2017-11-27
1723694,2017-11-27
1723695,2017-11-27
1723696,2017-11-27
1723697,2017-11-27
1723698,2017-11-27
1723699,2017-11-27
1723700,2017-11-27
1723701,2017-11-27
1723702,2017-11-27
1723703,2017-11-27
1723704,2017-11-27
1723705,2017-11-27
1723706,2017-11-27
1723707,2017-11-27
1723708,2017-11-27
1723709,2017-11-27
1723710,2017-11-27
1723711,2017-11-27
1723712,2017-11-27
1723713,2017-11-27
1723714,2017-11-27
1723715,2017-11-27
1723716,2017-11-27
1723717,2017-11-27
1723718,2017-11-27
1723719,2017-11-27
1723720,2017-11-27
1723721,2017-11-27
1723722,2017-11-28
1723723,2017-11-28
1723724,2017-11-28
1723725,2017-11-28
1723726,2017-11-28
1723727,2017-11-28
1723728,2017-11-28
1723729,2017-11-28
1723730,2017-11-28
1723731,2017-11-28
1723732,2017-11-28
1723733,2017-11-28
1723734,2017-11-28
1723735,2017-11-28
1723736,2017-11-28
1723737,2017-11-28
1723738,2017-11-28
1723739,2017-11-28
1723740,2017-11-28
1723741,2017-11-28
1723742,2017-11-28
1723743,2017-11-28
1723744,2017-11-28
1723745,2017-11-28
1723746,2017-11-28
1723747,2017-11-28
1723748,2017-11-28
1723749,2017-11-28
1723750,2017-11-28
1723751,2017-11-28
1723752,2017-11-28
1723753,2017-11-28
1723754,2017-11-28
1723755,2017-11-28
1723756,2017-11-28
1723757,2017-11-28
1723758,2017-11-28
1723759,2017-11-28
1723760,2017-11-28
1723761,2017-11-28
1723762,2017-11-28
1723763,2017-11-28
1723764,2017-11-28
1723765,2017-11-28
1723766,2017-11-28
1723767,2017-11-28
1723768,2017-11-28
1723769,2017-11-28
1723770,2017-11-28
1723771,2017-11-28
1723772,2017-11-28
1723773,2017-11-28
1723774,2017-11-28
1723775,2017-11-28
1723776,2017-11-28
1723777,2017-11-28
1723778,2017-11-28
1723779,2017-11-28
1723780,2017-11-28
1723781,2017-11-28
1723782,2017-11-28
1723783,2017-11-28
1723784,2017-11-28
1723785,2017-11-28
1723786,2017-11-28
1723787,2017-11-28
1723788,2017-11-28
1723789,2017-11-28
1723790,2017-11-28
1723791,2017-11-29
1723792,2017-11-29
1723793,2017-11-29
1723794,2017-11-29
1723795,2017-11-29
1723796,2017-11-29
1723797,2017-11-29
1723798,2017-11-29
1723799,2017-11-29
1723800,2017-11-29
1723801,2017-11-29
1723802,2017-11-29
1723803,2017-11-29
1723804,2017-11-29
1723805,2017-11-29
1723806,2017-11-29
1723807,2017-11-29
1723808,2017-11-29
1723809,2017-11-29
1723810,2017-11-29
1723811,2017-11-29
1723812,2017-11-29
1723813,2017-11-29
1723814,2017-11-29
1723815,2017-11-29
1723816,2017-11-29
1723817,2017-11-29
1723818,2017-11-29
1723819,2017-11-29
1723820,2017-11-29
1723821,2017-11-29
1723822,2017-11-29
1723823,2017-11-29
1723824,2017-11-29
1723825,2017-11-29
1723826,2017-11-29
1723827,2017-11-29
1723828,2017-11-29
1723829,2017-11-29
1723830,2017-11-29
1723831,2017-11-29
1723832,2017-11-29
1723833,2017-11-29
1723834,2017-11-29
1723835,2017-11-29
1723836,2017-11-29
1723837,2017-11-29
1723838,2017-11-29
1723839,2017-11-29
1723840,2017-11-29
1723841,2017-11-29
1723842,2017-11-29
1723843,2017-11-29
1723844,2017-11-29
1723845,2017-11-29
1723846,2017-11-29
1723847,2017-11-29
1723848,2017-11-29
1723849,2017-11-29
1723850,2017-11-29
1723851,2017-11-29
1723852,2017-11-29
1723853,2017-11-29
1723854,2017-11-29
1723855,2017-11-29
1723856,2017-11-29
1723857,2017-11-29
1723858,2017-11-29
1723859,2017-11-29
1723860,2017-11-29
1723861,2017-11-29
1723862,2017-11-29
1723863,2017-11-29
1723864,2017-11-29
1723865,2017-11-29
1723866,2017-11-29
1723867,2017-11-29
1723868,2017-11-29
1723869,2017-11-29
1723870,2017-11-29
1723871,2017-11-29
1723872,2017-11-29
1723873,2017-11-29
1723874,2017-11-29
1723875,2017-11-29
1723876,2017-11-29
1723877,2017-11-29
1723878,2017-11-29
1723879,2017-11-29
1723880,2017-11-29
1723881,2017-11-29
1723882,2017-11-29
1723883,2017-11-29
1723884,2017-11-29
1723885,2017-11-29
1723886,2017-11-30
1723887,2017-11-30
1723888,2017-11-30
1723889,2017-11-30
1723890,2017-11-30
1723891,2017-11-30
1723892,2017-11-30
1723893,2017-11-30
1723894,2017-11-30
1723895,2017-11-30
1723896,2017-11-30
1723897,2017-11-30
1723898,2017-11-30
1723899,2017-11-30
1723900,2017-11-30
1723901,2017-11-30
1723902,2017-11-30
1723903,2017-11-30
1723904,2017-11-30
1723905,2017-11-30
1723906,2017-11-30
1723907,2017-11-30
1723908,2017-11-30
1723909,2017-11-30
1723910,2017-11-30
1723911,2017-11-30
1723912,2017-11-30
1723913,2017-11-30
1723914,2017-11-30
1723915,2017-11-30
1723916,2017-11-30
1723917,2017-11-30
1723918,2017-11-30
1723919,2017-11-30
1723920,2017-11-30
1723921,2017-11-30
1723922,2017-11-30
1723923,2017-11-30
1723924,2017-11-30
1723925,2017-11-30
1723926,2017-11-30
1723927,2017-11-30
1723928,2017-11-30
1723929,2017-11-30
1723930,2017-11-30
1723931,2017-11-30
1723932,2017-11-30
1723933,2017-11-30
1723934,2017-11-30
1723935,2017-11-30
1723936,2017-11-30
1723937,2017-11-30
1723938,2017-11-30
1723939,2017-11-30
1723940,2017-11-30
1723941,2017-11-30
1723942,2017-11-30
1723943,2017-11-30
1723944,2017-11-30
1723945,2017-11-30
1723946,2017-11-30
1723947,2017-11-30
1723948,2017-11-30
1723949,2017-11-30
1723950,2017-11-30
1723951,2017-11-30
1723952,2017-11-30
1723953,2017-11-30
1723954,2017-11-30
1723955,2017-11-30
1723956,2017-11-30
1723957,2017-11-30
1723958,2017-11-30
1723959,2017-11-30
1723960,2017-11-30
1723961,2017-11-30
1723962,2017-11-30
1723963,2017-11-30
1723964,2017-11-30
1723965,2017-11-30
1723966,2017-11-30
1723967,2017-11-30
1723968,2017-11-30
1723969,2017-11-30
1723970,2017-11-30
1723971,2017-11-30
1723972,2017-11-30
1723973,2017-11-30
1723974,2017-11-30
1723975,2017-11-30
1723976,2017-11-30
1723977,2017-11-30
1723978,2017-11-30
1723979,2017-11-30
1723980,2017-11-30
1723981,2017-11-30
1723982,2017-11-30
1723983,2017-11-30
1723984,2017-11-30
1723985,2017-11-30
1723986,2017-11-30
1723987,2017-12-01
1723988,2017-12-01
1723989,2017-12-01
1723990,2017-12-01
1723991,2017-12-01
1723992,2017-12-01
1723993,2017-12-01
1723994,2017-12-01
1723995,2017-12-01
1723996,2017-12-01
1723997,2017-12-01
1723998,2017-12-01
1723999,2017-12-01
1724000,2017-12-01
1724001,2017-12-01
1724002,2017-12-01
1724003,2017-12-01
1724004,2017-12-01
1724005,2017-12-01
1724006,2017-12-01
1724007,2017-12-01
1724008,2017-12-01
1724009,2017-12-01
1724010,2017-12-01
1724011,2017-12-01
1724012,2017-12-01
1724013,2017-12-01
1724014,2017-12-01
1724015,2017-12-01
1724016,2017-12-01
1724017,2017-12-01
1724018,2017-12-01
1724019,2017-12-01
1724020,2017-12-01
1724021,2017-12-01
1724022,2017-12-01
1724023,2017-12-01
1724024,2017-12-01
1724025,2017-12-01
1724026,2017-12-01
1724027,2017-12-01
1724028,2017-12-01
1724029,2017-12-01
1724030,2017-12-01
1724031,2017-12-01
1724032,2017-12-01
1724033,2017-12-01
1724034,2017-12-01
1724035,2017-12-01
1724036,2017-12-01
1724037,2017-12-01
1724038,2017-12-01
1724039,2017-12-01
1724040,2017-12-01
1724041,2017-12-01
1724042,2017-12-01
1724043,2017-12-01
1724044,2017-12-01
1724045,2017-12-01
1724046,2017-12-01
1724047,2017-12-01
1724048,2017-12-01
1724049,2017-12-01
1724050,2017-12-01
1724051,2017-12-01
1724052,2017-12-01
1724053,2017-12-01
1724054,2017-12-01
1724055,2017-12-01
1724056,2017-12-01
1724057,2017-12-01
1724058,2017-12-01
1724059,2017-12-01
1724060,2017-12-01
1724061,2017-12-01
1724062,2017-12-01
1724063,2017-12-01
1724064,2017-12-01
1724065,2017-12-01
1724066,2017-12-01
1724067,2017-12-01
1724068,2017-12-01
1724069,2017-12-01
1724070,2017-12-01
1724071,2017-12-01
1724072,2017-12-01
1724073,2017-12-01
1724074,2017-12-01
1724075,2017-12-01
1724076,2017-12-01
1724077,2017-12-01
1724078,2017-12-01
1724079,2017-12-01
1724080,2017-12-01
1724081,2017-12-01
1724082,2017-12-01
1724083,2017-12-01
1724084,2017-12-01
1724085,2017-12-01
1724086,2017-12-01
1724087,2017-12-01
1724088,2017-12-01
1724089,2017-12-01
1724090,2017-12-01
1724091,2017-12-01
1724092,2017-12-01
1724093,2017-12-01
1724094,2017-12-02
1724095,2017-12-02
1724096,2017-12-02
1724097,2017-12-02
1724098,2017-12-02
1724099,2017-12-02
1724100,2017-12-02
1724101,2017-12-02
1724102,2017-12-02
1724103,2017-12-02
1724104,2017-12-02
1724105,2017-12-02
1724106,2017-12-02
1724107,2017-12-02
1724108,2017-12-02
1724109,2017-12-02
1724110,2017-12-02
1724111,2017-12-02
1724112,2017-12-02
1724113,2017-12-02
1724114,2017-12-02
1724115,2017-12-02
1724116,2017-12-02
1724117,2017-12-02
1724118,2017-12-02
1724119,2017-12-02
1724120,2017-12-02
1724121,2017-12-02
1724122,2017-12-02
1724123,2017-12-02
1724124,2017-12-02
1724125,2017-12-02
1724126,2017-12-02
1724127,2017-12-02
1724128,2017-12-02
1724129,2017-12-02
1724130,2017-12-02
1724131,2017-12-02
1724132,2017-12-02
1724133,2017-12-02
1724134,2017-12-02
1724135,2017-12-02
1724136,2017-12-02
1724137,2017-12-02
1724138,2017-12-02
1724139,2017-12-02
1724140,2017-12-02
1724141,2017-12-03
1724142,2017-12-03
1724143,2017-12-03
1724144,2017-12-03
1724145,2017-12-03
1724146,2017-12-03
1724147,2017-12-03
1724148,2017-12-03
1724149,2017-12-03
1724150,2017-12-03
1724151,2017-12-03
1724152,2017-12-03
1724153,2017-12-03
1724154,2017-12-03
1724155,2017-12-03
1724156,2017-12-03
1724157,2017-12-03
1724158,2017-12-03
1724159,2017-12-03
1724160,2017-12-03
1724161,2017-12-03
1724162,2017-12-03
1724163,2017-12-03
1724164,2017-12-03
1724165,2017-12-03
1724166,2017-12-03
1724167,2017-12-03
1724168,2017-12-03
1724169,2017-12-03
1724170,2017-12-03
1724171,2017-12-04
1724172,2017-12-04
1724173,2017-12-04
1724174,2017-12-04
1724175,2017-12-04
1724176,2017-12-04
1724177,2017-12-04
1724178,2017-12-04
1724179,2017-12-04
1724180,2017-12-04
1724181,2017-12-04
1724182,2017-12-04
1724183,2017-12-04
1724184,2017-12-04
1724185,2017-12-04
1724186,2017-12-04
1724187,2017-12-04
1724188,2017-12-04
1724189,2017-12-04
1724190,2017-12-04
1724191,2017-12-04
1724192,2017-12-04
1724193,2017-12-04
1724194,2017-12-04
1724195,2017-12-04
1724196,2017-12-04
1724197,2017-12-04
1724198,2017-12-04
1724199,2017-12-04
1724200,2017-12-04
1724201,2017-12-04
1724203,2017-12-04
1724204,2017-12-04
1724205,2017-12-04
1724206,2017-12-04
1724207,2017-12-04
1724208,2017-12-04
1724209,2017-12-04
1724210,2017-12-04
1724211,2017-12-04
1724212,2017-12-04
1724213,2017-12-04
1724214,2017-12-04
1724215,2017-12-04
1724216,2017-12-04
1724217,2017-12-04
1724218,2017-12-04
1724219,2017-12-04
1724220,2017-12-04
1724221,2017-12-04
1724222,2017-12-04
1724223,2017-12-04
1724224,2017-12-04
1724225,2017-12-04
1724226,2017-12-04
1724227,2017-12-04
1724228,2017-12-04
1724229,2017-12-04
1724230,2017-12-04
1724231,2017-12-04
1724232,2017-12-04
1724233,2017-12-04
1724234,2017-12-04
1724235,2017-12-04
1724236,2017-12-04
1724237,2017-12-04
1724238,2017-12-04
1724239,2017-12-04
1724240,2017-12-04
1724241,2017-12-04
1724242,2017-12-04
1724243,2017-12-04
1724244,2017-12-04
1724245,2017-12-04
1724246,2017-12-04
1724247,2017-12-04
1724248,2017-12-04
1724249,2017-12-04
1724250,2017-12-05
1724251,2017-12-05
1724252,2017-12-05
1724253,2017-12-05
1724254,2017-12-05
1724255,2017-12-05
1724256,2017-12-05
1724257,2017-12-05
1724258,2017-12-05
1724259,2017-12-05
1724260,2017-12-05
1724261,2017-12-05
1724262,2017-12-05
1724263,2017-12-05
1724264,2017-12-05
1724265,2017-12-05
1724266,2017-12-05
1724267,2017-12-05
1724268,2017-12-05
1724269,2017-12-05
1724270,2017-12-05
1724271,2017-12-05
1724272,2017-12-05
1724273,2017-12-05
1724274,2017-12-05
1724275,2017-12-05
1724276,2017-12-05
1724277,2017-12-05
1724278,2017-12-05
1724279,2017-12-05
1724280,2017-12-05
1724281,2017-12-05
1724282,2017-12-05
1724283,2017-12-05
1724284,2017-12-05
1724285,2017-12-05
1724286,2017-12-05
1724287,2017-12-05
1724288,2017-12-05
1724289,2017-12-05
1724290,2017-12-05
1724291,2017-12-05
1724292,2017-12-05
1724293,2017-12-05
1724294,2017-12-05
1724295,2017-12-05
1724296,2017-12-05
1724297,2017-12-05
1724298,2017-12-05
1724299,2017-12-05
1724300,2017-12-05
1724301,2017-12-05
1724302,2017-12-05
1724303,2017-12-05
1724304,2017-12-05
1724305,2017-12-05
1724306,2017-12-05
1724307,2017-12-05
1724308,2017-12-05
1724309,2017-12-05
1724310,2017-12-05
1724311,2017-12-05
1724312,2017-12-05
1724313,2017-12-05
1724314,2017-12-05
1724315,2017-12-05
1724316,2017-12-05
1724317,2017-12-05
1724318,2017-12-05
1724319,2017-12-05
1724320,2017-12-05
1724321,2017-12-05
1724322,2017-12-05
1724323,2017-12-05
1724324,2017-12-05
1724325,2017-12-05
1724326,2017-12-05
1724327,2017-12-05
1724328,2017-12-05
1724329,2017-12-05
1724330,2017-12-05
1724331,2017-12-05
1724332,2017-12-05
1724333,2017-12-05
1724334,2017-12-05
1724335,2017-12-05
1724336,2017-12-05
1724337,2017-12-05
1724338,2017-12-05
1724339,2017-12-05
1724340,2017-12-05
1724341,2017-12-05
1724342,2017-12-05
1724343,2017-12-05
1724344,2017-12-05
1724345,2017-12-05
1724346,2017-12-05
1724347,2017-12-06
